Problem,Error Type,Correct Answer,Incorrect Answer
"There are 122 balloons. If 53 balloons pop, how many balloons are left?",Subtraction Error,69,115
"There are 62 cookies, and they need to be divided equally among 29 friends. How many cookies does each friend get?",Division Error,2.13793103448276,2.80575805706283
"John has 55 boxes, and each box contains 31 chocolates. How many chocolates does he have in total?",Multiplication Error,1705,1706
"John has 86 boxes, and each box contains 76 chocolates. How many chocolates does he have in total?",Multiplication Error,6536,6545
"There are 192 cookies, and they need to be divided equally among 106 friends. How many cookies does each friend get?",Division Error,1.81132075471698,2.57685212483721
"There are 51 balloons. If 43 balloons pop, how many balloons are left?",Subtraction Error,8,22
"John has 188 boxes, and each box contains 159 chocolates. How many chocolates does he have in total?",Multiplication Error,29892,29893
"There are 200 balloons. If 150 balloons pop, how many balloons are left?",Subtraction Error,50,74
"There are 6 cookies, and they need to be divided equally among 101 friends. How many cookies does each friend get?",Division Error,0.0594059405940594,0.724713851960467
"There are 43 cookies, and they need to be divided equally among 54 friends. How many cookies does each friend get?",Division Error,0.796296296296296,1.62655066287168
"There are 196 cookies, and they need to be divided equally among 87 friends. How many cookies does each friend get?",Division Error,2.25287356321839,2.76870950827986
"There are 156 balloons. If 108 balloons pop, how many balloons are left?",Subtraction Error,48,63
"There are 176 cookies, and they need to be divided equally among 36 friends. How many cookies does each friend get?",Division Error,4.88888888888889,5.54596521151217
"There are 89 balloons. If 104 balloons pop, how many balloons are left?",Subtraction Error,-15,44
"There are 8 cookies, and they need to be divided equally among 167 friends. How many cookies does each friend get?",Division Error,0.0479041916167665,0.474113593734983
"John has 123 boxes, and each box contains 100 chocolates. How many chocolates does he have in total?",Multiplication Error,12300,12302
"There are 152 cookies, and they need to be divided equally among 31 friends. How many cookies does each friend get?",Division Error,4.90322580645161,5.61523937228009
"John has 25 boxes, and each box contains 188 chocolates. How many chocolates does he have in total?",Multiplication Error,4700,4702
"John has 199 boxes, and each box contains 109 chocolates. How many chocolates does he have in total?",Multiplication Error,21691,21694
"There are 120 cookies, and they need to be divided equally among 22 friends. How many cookies does each friend get?",Division Error,5.45454545454545,6.09658324280017
"There are 137 apples. If you add 195 more apples, how many apples do you have?",Addition Error,332,431
"There are 99 cookies, and they need to be divided equally among 87 friends. How many cookies does each friend get?",Division Error,1.13793103448276,1.82026120522216
"There are 131 cookies, and they need to be divided equally among 199 friends. How many cookies does each friend get?",Division Error,0.658291457286432,1.12022269040923
"There are 28 cookies, and they need to be divided equally among 139 friends. How many cookies does each friend get?",Division Error,0.201438848920863,0.843614048936162
"There are 146 cookies, and they need to be divided equally among 134 friends. How many cookies does each friend get?",Division Error,1.08955223880597,1.80957093991584
"There are 130 apples. If you add 79 more apples, how many apples do you have?",Addition Error,209,221
"John has 155 boxes, and each box contains 143 chocolates. How many chocolates does he have in total?",Multiplication Error,22165,22171
"There are 113 apples. If you add 155 more apples, how many apples do you have?",Addition Error,268,286
"John has 36 boxes, and each box contains 139 chocolates. How many chocolates does he have in total?",Multiplication Error,5004,5010
"There are 25 apples. If you add 134 more apples, how many apples do you have?",Addition Error,159,185
"There are 178 balloons. If 183 balloons pop, how many balloons are left?",Subtraction Error,-5,64
"There are 39 apples. If you add 50 more apples, how many apples do you have?",Addition Error,89,146
"There are 89 apples. If you add 54 more apples, how many apples do you have?",Addition Error,143,203
"John has 119 boxes, and each box contains 44 chocolates. How many chocolates does he have in total?",Multiplication Error,5236,5243
"There are 82 balloons. If 189 balloons pop, how many balloons are left?",Subtraction Error,-107,-76
"There are 65 balloons. If 132 balloons pop, how many balloons are left?",Subtraction Error,-67,-55
"John has 31 boxes, and each box contains 142 chocolates. How many chocolates does he have in total?",Multiplication Error,4402,4411
"There are 2 apples. If you add 53 more apples, how many apples do you have?",Addition Error,55,64
"John has 55 boxes, and each box contains 125 chocolates. How many chocolates does he have in total?",Multiplication Error,6875,6884
"There are 92 balloons. If 20 balloons pop, how many balloons are left?",Subtraction Error,72,92
"There are 198 cookies, and they need to be divided equally among 170 friends. How many cookies does each friend get?",Division Error,1.16470588235294,1.49459828809651
"There are 9 cookies, and they need to be divided equally among 17 friends. How many cookies does each friend get?",Division Error,0.529411764705882,1.33934926338198
"There are 70 apples. If you add 150 more apples, how many apples do you have?",Addition Error,220,316
"There are 25 balloons. If 126 balloons pop, how many balloons are left?",Subtraction Error,-101,-72
"There are 148 apples. If you add 36 more apples, how many apples do you have?",Addition Error,184,241
"There are 124 balloons. If 82 balloons pop, how many balloons are left?",Subtraction Error,42,90
"There are 6 balloons. If 66 balloons pop, how many balloons are left?",Subtraction Error,-60,-52
"There are 198 apples. If you add 164 more apples, how many apples do you have?",Addition Error,362,455
"John has 165 boxes, and each box contains 94 chocolates. How many chocolates does he have in total?",Multiplication Error,15510,15514
"There are 61 cookies, and they need to be divided equally among 87 friends. How many cookies does each friend get?",Division Error,0.701149425287356,1.54438785378529
"There are 42 cookies, and they need to be divided equally among 126 friends. How many cookies does each friend get?",Division Error,0.333333333333333,0.656837207888951
"There are 5 apples. If you add 49 more apples, how many apples do you have?",Addition Error,54,68
"There are 80 apples. If you add 160 more apples, how many apples do you have?",Addition Error,240,247
"There are 186 balloons. If 162 balloons pop, how many balloons are left?",Subtraction Error,24,43
"John has 110 boxes, and each box contains 70 chocolates. How many chocolates does he have in total?",Multiplication Error,7700,7702
"There are 119 balloons. If 13 balloons pop, how many balloons are left?",Subtraction Error,106,131
"John has 123 boxes, and each box contains 24 chocolates. How many chocolates does he have in total?",Multiplication Error,2952,2962
"There are 92 apples. If you add 159 more apples, how many apples do you have?",Addition Error,251,322
"There are 98 cookies, and they need to be divided equally among 137 friends. How many cookies does each friend get?",Division Error,0.715328467153285,1.47574725954851
"There are 32 balloons. If 67 balloons pop, how many balloons are left?",Subtraction Error,-35,45
